Date,Open,High,Low,Close,Adj Close,Volume
1997-01-01,0.03771918349072059,0.0390153052312046,0.03771918349072059,0.03983636986802287,0.01147120386746692,0.11393751246702184
1997-01-02,0.041491101839792655,0.04131346527275101,0.03994319036678355,0.040156766429815846,0.011565791846762416,0.4681154688388116
1997-01-03,0.03994319036678355,0.04019110568180351,0.03978306334209965,0.040761969094242026,0.011744458029876136,0.192550599872296
1997-01-06,0.04154447962732037,0.04056522977621384,0.04031682854157834,0.04058396607268623,0.011691909152489747,0.11176393586899407
1997-01-07,0.04074383816600159,0.04236456403802155,0.04022786344973238,0.042862364167994924,0.01236451847616898,0.33850160907124893
1997-01-08,0.0450139344102341,0.04412827106006166,0.042789921196271896,0.042880168908654245,0.01236977744062425,0.25276933126704265
1997-01-09,0.043056803796011234,0.04248927206949167,0.042540835417641296,0.04266656908721905,0.012306710634327322,0.12390631697025908
1997-01-10,0.04405315958633216,0.043184060360235685,0.043056803796011234,0.042969167249072335,0.012396047802600813,0.1564822547932515
1997-01-13,0.04271875292553469,0.04250708568937547,0.04138435260263647,0.043093768730089424,0.012432836093487915,0.19369903512970502
1997-01-14,0.04412432785706938,0.04341566280329211,0.043145762549957944,0.04375236659433469,0.01262726286310092,0.1869843599708851
1997-01-15,0.04519185191812751,0.0476913123439095,0.04483601056444146,0.04850496420644759,0.014030281198867778,0.2610785158666075
1997-01-16,0.05302036169922046,0.05276864458685722,0.044533546998283144,0.045603565046773015,0.01317375488105282,0.39307652210757354
1997-01-17,0.04415991516138759,0.0456781956050709,0.043519400724752716,0.045194163803842335,0.013052896539780763,0.22271745678930036
1997-01-20,0.045209642401336986,0.04462709683980036,0.042772130713062406,0.04279116422751654,0.012343498925214427,0.11899395219063279
1997-01-21,0.0427009624423252,0.04225766962643525,0.04099292394463219,0.04106456725609531,0.011833787044716364,0.15815434424659008
1997-01-22,0.042736549746643426,0.04466272407956798,0.042558625900850786,0.044286362977562874,0.012784901341826818,0.23154475304419336
1997-01-23,0.04471146450617654,0.043469103662943515,0.04471146450617654,0.044286362977562874,0.012784901341826818,0.0
1997-01-24,0.0451028931641808,0.04421734550562244,0.04415991516138759,0.044250766177683476,0.01277439156634954,0.11525634156946363
1997-01-27,0.04592132510870907,0.0482257653634158,0.04592132510870907,0.04896776064919736,0.014166908280072388,0.19695455049816832
1997-01-28,0.051952837638162316,0.05121872004184798,0.04883923054683388,0.050640962420799504,0.014660859574071164,0.2621479866429594
