Date,Open,High,Low,Close,Adj Close,Volume,SMA_10,SMA_50,RSI_14,BB_upper,BB_lower
1997-03-11,0.0462593759791856,0.0460879405931071,0.0427009624423252,0.04334296535140399,0.0125063963683955,0.1364629108132105,0.034509378652211965,0.016605681038985107,0.5022173136443912,0.11160701368337439,0.023097336854336445
1997-03-12,0.0459035346254995,0.045197183445216,0.0444979596939649,0.044802567301570895,0.0129372890095307,0.0824933853907994,0.03462395045642747,0.016637198890256052,0.503039259299659,0.11159860426187783,0.023073832767363925
1997-03-13,0.0455476932718135,0.0444845751884464,0.0436795277494366,0.04373456819439489,0.0126220038986456,0.0622274520215954,0.03462448626180678,0.016659905303005706,0.5030455385935781,0.11158708844919711,0.023040771868087298
1997-03-14,0.0432347276418039,0.0439501158227984,0.0431457625499579,0.04362776511331759,0.0125904745722138,0.1032774288597491,0.03448314578698245,0.01667809293944586,0.5038247726171154,0.11156936848963961,0.022990612721898035
1997-03-17,0.044302251702862,0.0435047372488528,0.0430212228295922,0.043325166951464295,0.0125011455573735,0.0774286341896602,0.03428719636018185,0.016695489877672966,0.5038940107910359,0.11154527228489347,0.02292302192649605
1997-03-18,0.0437506960201738,0.0426317937208455,0.0423629115718486,0.042274966244227996,0.0121911112575105,0.0953339710495821,0.03404306349242656,0.01669176197485875,0.5033409454790777,0.11152549463249256,0.022865297387390043
1997-03-19,0.0439642008323854,0.0430237250889979,0.0413131843318992,0.04118916873711239,0.0118705671821702,0.0613657806281097,0.03374860396219937,0.016681029968764794,0.5019958533890996,0.11149620642003706,0.022779093258341404
1997-03-20,0.0410640922153694,0.041847924638399,0.0405837048034184,0.04161636837998269,0.0119966844878975,0.138004779340694,0.033497510608749226,0.016674365036631646,0.5005112120587921,0.11147631755405762,0.022720467232170777
1997-03-21,0.0426120036883785,0.0417944774326059,0.0419536987685341,0.041740969860999795,0.0120334646253513,0.0659941535919046,0.012141349064324519,0.016666570235138862,0.5000164932101335,0.1114652618293185,0.02268745334283298
1997-03-24,0.0421672035807457,0.0409215339045986,0.0421672035807457,0.041740969860999795,0.0120334646253513,0.0,0.011994118883857917,0.016657984560150798,0.49981961983648454,0.11147056102658906,0.02270393501484526
1997-03-25,0.0428788862881178,0.0416341421613681,0.0414555208733736,0.04134936701800889,0.0119178652485345,0.0739611629217754,0.011934156862324696,0.016642733953029582,0.49947181873313556,0.11147651878326723,0.02272279714534846
1997-03-26,0.0423451210886391,0.0411353163816295,0.0414555208733736,0.041242570277651096,0.0118863359221027,0.0387614178008639,0.01182708134918336,0.01659664348636609,0.4997919480303834,0.11147822948690589,0.022728178759579845
1997-03-27,0.0413665557815277,0.04097497476425,0.0410640922153694,0.04145617009908619,0.0119493945749664,0.0580562367667565,0.011758553087229394,0.016570322227851073,0.0031308660594093506,0.11146206015730532,0.02268001788781268
1997-03-28,0.0418825304977969,0.0406364906018908,0.0418825304977969,0.04145617009908619,0.0119493945749664,0.0,0.011693237165433207,0.016546599178072902,0.23238851260679677,0.11140959563680393,0.022536947719141248
1997-03-31,0.0373099643495068,0.03605797779254,0.0353528400731832,0.03499477391549179,0.0100418988628569,0.0013423806221455,0.011442678786656342,0.016497119453895034,0.17485695091486458,0.11130159367547487,0.022222486853089654
1997-04-01,0.0302465150633136,0.0334213272424926,0.029997429284683,0.033819971727238496,0.00969508442554,0.0823700914740092,0.011188373093048406,0.016451141693715907,0.061519860364635436,0.11117940409843838,0.021873074794832886
1997-04-02,0.0355841353686043,0.0357373072500646,0.0352638813192365,0.03547537509890089,0.0101837849085168,0.0373539267157908,0.01101651663278417,0.01639522297622036,0.1858511968135583,0.11105932264080123,0.021551931388434475
